,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
5441,1,96,0,7,6
3196,4,91,0,8,7
8523,3,73,0,9,9
7682,8,80,0,8,8
5376,3,88,1,5,6
1258,7,49,0,6,6
5277,7,45,0,9,7
991,7,49,0,9,1
3504,6,48,0,4,9
113,5,40,0,4,9
919,3,69,1,5,9
2509,4,61,0,6,0
9404,9,77,1,9,8
165,1,85,1,8,0
5263,3,67,1,5,3
4603,9,49,0,9,3
949,6,50,0,5,5
4594,9,87,1,6,1
5727,9,88,1,9,3
3770,9,52,0,4,2
2506,8,94,0,7,7
5107,8,47,1,5,6
2850,1,73,1,6,2
6485,4,60,0,5,7
5362,2,58,0,8,4
7442,3,58,0,5,6
4446,7,89,0,7,9
4460,4,52,1,9,0
9513,9,67,1,9,7
2505,5,41,0,7,0
1114,1,83,1,5,8
8397,1,67,0,9,4
298,2,60,0,7,3
1675,8,64,1,7,6
3347,7,94,1,4,4
2735,4,86,0,7,9
7819,6,59,1,7,7
4988,7,74,1,9,4
9894,7,74,0,9,2
5817,5,53,1,7,2
4325,6,97,1,8,1
6719,5,69,1,8,5
8786,5,54,0,6,3
4550,7,59,0,9,4
8572,5,46,0,8,9
7847,9,74,0,9,8
2103,1,47,1,5,1
5813,8,82,0,8,5
9104,4,82,1,8,8
7453,9,98,1,9,3
1837,8,92,1,8,3
7902,9,62,0,4,1
8318,9,50,0,6,7
8723,4,90,1,5,0
607,8,86,0,9,2
8374,9,41,0,9,4
1093,6,42,0,6,8
6387,4,47,0,4,8
6505,2,87,1,8,7
8964,3,54,0,8,3
4487,8,71,0,9,0
160,2,45,1,4,3
203,2,51,0,4,5
7040,7,60,1,5,6
5893,8,61,0,6,9
4933,1,58,1,9,4
2934,6,66,0,9,0
7322,5,54,1,6,8
2435,3,89,0,4,4
1230,8,60,0,7,2
8675,3,58,1,8,8
3046,4,96,0,7,2
9654,7,40,1,6,9
8419,2,72,0,6,5
7666,1,42,0,9,5
6407,8,95,0,9,4
4251,7,75,1,4,1
5577,1,73,1,7,9
3293,9,62,0,5,8
4034,7,60,0,7,2
8112,2,91,0,5,9
4290,4,69,0,9,1
4334,6,47,0,9,5
5931,4,93,1,4,6
3877,3,48,0,6,9
5428,4,45,0,9,9
4753,7,91,0,9,2
4886,2,70,0,5,1
857,4,46,1,5,1
8233,9,95,1,6,7
8375,7,73,0,5,1
2561,5,52,0,7,9
3801,3,92,0,8,2
2640,5,65,1,5,7
9663,7,63,0,6,3
4490,8,76,1,9,2
2347,6,45,0,4,4
649,2,80,1,5,0
2781,5,71,0,5,4
5652,7,64,1,4,8
8543,3,75,1,4,1
8677,4,42,1,7,2
6433,7,94,1,9,4
615,6,77,0,8,6
8448,2,41,1,7,4
2575,8,45,0,8,7
53,6,62,1,9,0
3340,2,78,1,8,0
7037,3,95,1,9,9
1705,7,40,1,9,3
9060,6,73,1,6,0
9352,3,65,1,4,0
1493,7,50,0,7,7
9963,9,70,0,9,9
5632,7,62,1,8,0
803,1,83,0,8,5
4953,3,59,0,8,6
6933,6,99,1,8,3
7104,7,54,0,4,6
990,1,99,1,5,0
2774,2,90,0,4,4
7470,9,95,1,5,0
6419,2,40,1,9,1
3513,4,59,1,6,7
5478,3,46,1,4,9
8400,9,94,0,7,3
219,3,60,1,4,4
6969,4,78,0,6,3
1288,5,66,0,5,0
3163,6,47,1,4,9
4678,3,80,1,9,1
2618,4,79,1,4,6
3612,6,47,1,4,6
43,7,46,0,9,5
8094,3,88,1,8,5
8372,6,66,1,7,3
3792,8,60,1,6,4
3571,7,47,0,5,6
9980,2,43,0,6,9
1503,8,85,0,4,5
5556,3,73,0,9,8
9830,1,60,0,7,5
3439,8,78,0,8,7
1892,5,78,0,6,4
9323,2,53,1,4,7
5255,2,73,1,8,0
1955,3,67,0,4,3
5167,5,66,1,7,8
4814,1,73,1,4,3
6264,5,64,0,8,8
1505,3,97,0,6,0
670,5,53,0,8,8
8907,9,92,1,5,3
7055,4,71,1,8,9
897,5,88,0,8,6
6178,4,42,1,9,2
2666,1,69,0,8,6
3193,6,63,1,6,2
2890,7,49,0,6,6
7773,9,82,0,9,4
2621,6,73,0,9,5
6008,3,91,1,7,1
5956,1,94,1,8,4
2,8,51,1,7,2
2370,8,78,0,7,0
7914,4,66,0,6,9
1769,7,47,0,8,5
8506,7,71,1,8,8
6025,3,95,0,9,7
531,9,74,1,8,6
8724,9,50,0,6,5
8649,8,44,1,9,3
7873,6,46,0,5,3
8890,3,46,1,4,6
3120,6,87,0,5,3
9022,7,64,1,4,7
731,6,57,0,9,2
3406,3,46,1,7,1
2339,5,47,0,8,9
5967,1,65,0,8,9
6580,2,89,1,4,3
2565,9,44,1,4,0
7726,3,62,0,9,4
7820,9,52,1,5,4
6713,9,87,1,7,2
6995,7,72,0,8,6
6942,9,81,0,6,8
7794,5,69,0,8,1
8975,6,41,1,7,4
1255,5,69,0,9,4
2104,8,82,1,4,6
6734,5,50,0,7,3
9778,9,73,0,9,3
6224,6,56,0,5,3
9150,6,93,1,8,2
4994,2,93,1,9,0
8969,7,72,0,7,2
6839,7,96,0,7,4
5057,9,76,1,6,5
5846,6,87,1,8,7
4434,1,90,1,8,7
3484,8,44,0,5,1
9493,7,90,1,7,2
5318,4,84,0,4,3
3816,8,54,0,7,8
5729,9,41,1,7,6
8903,1,62,0,5,6
7840,1,92,1,9,9
9889,8,88,0,5,7
1621,4,40,1,4,0
9423,6,52,1,6,4
6307,3,74,0,7,7
9304,8,74,1,7,0
8902,3,65,0,9,6
1096,5,70,1,9,0
8057,7,47,0,6,7
9481,8,57,1,7,6
2463,1,98,1,8,2
8289,3,83,0,8,4
1788,7,67,0,5,5
250,8,55,0,6,2
9926,6,77,1,9,8
6191,8,96,0,7,0
9650,6,63,0,8,8
192,7,58,0,4,7
820,5,89,1,7,7
9627,2,72,0,8,2
5714,8,43,0,9,3
7195,9,40,1,5,0
5715,5,98,0,9,0
4400,6,94,0,5,0
9290,5,52,0,4,5
5388,3,69,1,8,6
4166,1,65,1,4,6
4951,2,89,0,8,3
2687,7,43,1,8,0
4390,9,96,0,7,4
5860,5,71,0,8,0
5981,9,73,0,8,7
4927,7,40,1,8,6
6735,5,53,0,7,9
2607,2,65,0,9,9
7466,2,62,1,5,3
238,2,57,0,5,8
4015,1,62,1,4,0
9262,8,72,0,9,6
2977,6,90,1,8,0
5712,3,62,1,6,5
9856,1,65,0,9,0
5473,1,49,1,7,9
945,5,78,1,5,5
8251,3,81,1,6,9
7681,9,60,0,4,5
5097,2,40,0,8,2
6805,2,48,1,4,2
5803,4,61,1,8,5
3552,6,42,0,9,7
9969,7,48,1,8,8
3360,9,44,0,5,8
8249,7,97,0,8,9
2410,5,80,1,5,6
4507,5,88,0,4,6
8462,8,61,1,8,7
3982,9,59,1,9,5
146,4,44,1,9,0
6648,6,58,0,7,4
2294,8,53,1,9,7
2253,6,61,0,5,5
3611,2,91,0,5,3
5353,2,56,1,5,3
1736,8,89,0,8,2
7915,1,54,1,5,4
7659,5,59,1,4,2
114,7,68,0,4,8
8860,2,99,0,7,8
5649,8,63,0,8,7
9844,8,95,0,9,6
498,4,66,1,9,3
7822,4,99,0,9,8
720,9,91,0,5,1
7258,8,92,0,4,6
8843,9,55,1,6,3
5730,7,70,0,7,1
3089,1,70,0,9,4
7226,4,89,1,6,2
7306,5,85,0,6,3
6508,2,65,0,4,2
596,3,85,0,9,7
9092,9,51,0,6,8
6095,7,55,0,5,4
6053,8,40,1,5,1
5164,2,88,1,9,6
1647,1,43,0,9,0
8167,8,52,1,9,2
6920,4,64,1,8,8
2700,1,93,0,6,7
8203,2,95,1,6,2
1700,9,41,1,9,2
8943,8,86,1,6,4
5404,9,50,0,9,9
7219,8,68,1,5,5
7502,9,86,1,6,5
2942,5,68,1,9,4
6301,4,95,0,6,7
86,7,75,0,6,6
2308,8,77,1,7,0
2677,7,73,0,4,9
8216,4,93,1,8,8
7729,6,48,1,6,6
2594,6,63,0,8,0
5884,4,94,1,4,3
1029,2,44,1,4,5
136,6,54,0,8,0
6831,4,97,1,9,3
7814,8,88,0,8,2
2854,3,63,0,6,9
4409,6,76,1,9,9
1200,3,75,1,9,3
4717,3,88,0,8,6
9517,7,75,1,8,8
6594,8,89,1,8,2
566,5,59,1,8,6
7328,1,91,0,8,4
5430,9,62,0,9,8
3927,9,57,0,4,4
6055,7,44,1,6,6
7589,7,62,1,8,7
7122,9,83,0,6,5
6572,5,99,1,4,0
6535,6,58,1,9,8
8913,6,53,1,5,7
8275,6,87,1,9,1
2330,6,87,1,6,1
3515,2,60,0,4,9
2187,4,57,1,7,2
195,1,81,1,7,5
7257,6,45,0,4,2
5666,6,70,0,9,2
5059,9,71,1,5,0
802,3,98,0,4,3
8848,2,44,0,9,5
9928,1,83,0,7,6
2068,8,94,1,5,3
9082,2,64,1,6,8
8744,3,57,1,8,4
644,1,55,0,4,3
9374,8,92,0,6,2
5103,7,97,0,6,5
5460,7,79,0,7,5
1637,2,99,1,7,6
120,2,51,1,9,7
2981,8,62,0,7,6
5069,8,62,0,4,3
3074,2,78,0,7,2
8927,5,41,1,8,0
3278,7,56,1,8,2
2135,6,99,1,8,3
8941,1,68,0,5,5
4970,6,42,1,6,6
6195,6,45,0,5,6
134,3,88,0,5,8
7731,7,47,1,9,6
5324,6,46,1,4,4
9640,3,97,0,9,9
6160,6,44,0,6,3
2559,5,59,1,9,0
62,8,92,1,4,7
1358,4,62,0,5,4
6725,4,81,0,4,6
2467,4,84,0,5,3
679,1,85,1,5,5
6797,7,64,1,8,6
741,5,56,1,5,6
5307,5,60,1,9,0
7627,8,91,0,9,5
3641,7,50,0,7,2
444,9,81,0,8,4
8140,9,70,1,8,5
3258,4,98,1,9,8
4663,6,54,1,5,5
1873,7,88,0,9,8
6366,4,69,1,9,9
2596,8,69,0,6,7
1717,6,61,1,5,4
2912,3,86,1,4,5
2843,6,98,0,8,0
4027,2,54,0,9,8
5488,4,71,0,6,5
8634,5,97,0,5,2
8037,3,64,0,4,8
9232,7,51,0,6,6
489,3,64,1,9,1
493,4,91,0,9,5
690,3,42,0,9,3
3821,1,67,1,7,2
602,4,79,1,9,8
1911,2,95,1,9,7
1014,4,43,1,7,6
6156,4,79,0,5,2
1993,5,93,0,5,1
5769,1,93,0,4,2
3757,3,99,1,4,2
2366,8,56,1,5,2
5283,1,60,1,9,5
4370,4,60,0,4,1
6883,5,97,0,6,4
7011,5,85,1,8,2
1361,7,51,0,8,2
8461,2,60,1,8,0
1526,4,76,0,6,3
1327,2,49,0,6,3
8507,1,79,1,8,8
9031,8,43,0,5,5
1551,8,83,0,9,5
7769,6,57,1,9,8
9908,8,56,0,5,4
1337,6,74,0,8,9
3901,4,80,0,8,0
3010,5,65,1,8,0
5041,9,52,1,9,6
8825,3,63,1,4,9
2250,5,72,0,7,0
6533,2,54,1,8,1
5039,4,73,1,4,8
2346,7,52,0,8,4
9282,7,97,1,4,9
5485,7,79,1,9,5
2784,1,77,0,6,1
5119,5,75,0,9,8
7550,1,92,1,9,6
5555,5,56,1,8,2
5599,5,82,0,5,2
7630,9,96,0,7,8
150,7,95,0,9,6
2804,3,78,1,7,3
5874,7,92,1,6,6
2086,6,67,1,5,2
3751,3,90,1,8,6
5612,8,86,1,5,3
2259,1,41,1,8,8
4017,4,44,1,6,9
6113,7,90,0,7,2
6058,9,88,1,9,9
2424,6,46,1,9,5
8034,4,59,1,8,4
3856,5,94,1,8,9
859,9,46,1,9,0
8170,2,98,0,4,2
7591,6,42,0,5,5
8097,2,85,1,9,3
7320,4,83,1,6,4
8563,9,93,1,4,4
4739,6,46,1,5,5
8594,7,68,0,7,1
4462,3,48,1,9,3
5528,8,71,0,8,9
1364,3,49,0,8,2
1779,6,58,1,4,8
9221,3,81,0,9,9
4785,1,91,1,5,0
6334,6,56,1,7,0
1818,5,67,1,9,0
7799,4,97,0,6,3
4937,8,88,1,5,2
2704,1,77,1,7,8
5285,9,57,1,7,5
175,6,59,0,7,5
7481,2,61,1,9,0
2093,9,84,1,6,1
8750,5,73,1,5,3
3491,2,45,1,7,1
1920,4,43,0,7,1
82,1,59,1,8,5
816,9,63,0,9,3
8601,7,83,0,5,7
7354,5,43,1,6,4
4396,3,88,0,8,9
9181,6,55,0,5,1
5568,8,48,0,8,2
283,1,84,0,7,2
4120,2,75,0,4,9
7480,6,47,0,6,7
609,2,68,0,7,1
2915,2,71,1,9,9
1813,7,51,1,5,0
1271,6,44,1,4,0
5924,1,91,1,6,2
9595,7,99,1,6,2
2994,4,64,0,8,6
7109,7,56,0,7,5
8613,2,70,1,8,8
7356,5,90,1,5,4
2642,7,71,1,4,7
6553,9,87,1,6,3
4508,7,89,0,4,6
2305,3,78,1,8,4
6502,1,67,0,9,4
6260,6,43,0,5,3
4195,3,82,0,9,3
5562,1,43,1,9,8
4840,2,60,1,9,1
4655,3,78,0,4,2
8147,5,49,0,6,6
4168,5,65,0,9,0
3849,8,97,1,5,7
9847,5,94,1,5,5
8401,3,40,0,6,1
5253,7,94,1,6,6
7884,5,54,0,9,4
5533,8,63,0,8,7
2414,6,78,0,6,5
3554,2,91,1,5,2
4691,7,42,1,9,1
4498,7,74,0,8,9
2195,8,71,1,9,1
5045,8,44,0,8,4
2600,1,53,1,9,9
1518,8,83,1,7,8
4764,9,72,1,7,5
4314,7,66,0,8,2
3366,5,88,1,8,5
6065,5,79,0,9,8
6582,4,59,0,6,6
2633,9,55,1,7,5
7337,9,84,0,8,5
5633,5,73,0,7,4
9168,4,87,1,5,4
8789,9,60,0,5,4
2434,5,68,1,4,1
8277,9,80,0,9,2
6758,6,69,1,9,5
6611,7,51,1,6,8
4520,3,53,0,6,7
5587,7,60,0,5,8
3545,9,73,0,7,0
5965,1,56,1,8,9
5992,5,75,1,6,6
8805,7,72,1,5,7
5531,2,66,0,9,7
5444,6,91,0,8,4
517,1,92,1,7,7
6110,2,98,1,6,7
6864,2,93,0,8,4
7960,1,81,0,6,6
1415,9,59,0,7,3
4664,2,76,0,9,5
4456,7,92,0,4,7
2761,4,71,0,7,8
4855,5,72,0,7,3
127,7,91,1,6,3
3474,7,76,0,4,6
7969,1,96,1,5,1
4310,7,94,0,4,0
2438,6,81,0,4,2
3765,3,69,0,4,4
6876,3,68,0,9,0
5896,3,44,1,6,7
5840,5,40,1,6,7
8842,8,59,0,7,3
9770,2,61,1,7,7
1473,8,49,0,5,6
4821,9,68,0,6,7
6915,5,42,1,6,6
3560,9,74,1,6,5
3951,3,43,0,6,1
49,8,61,0,7,2
5437,7,94,1,7,4
9897,6,51,1,9,9
887,6,42,1,8,2
2616,8,92,0,6,5
516,8,88,1,7,4
3168,5,40,1,5,3
2949,1,95,1,7,1
1424,8,59,0,4,4
139,5,56,0,7,8
1924,6,89,1,4,8
2378,4,80,0,5,3
3197,3,57,1,9,0
5131,3,41,0,9,8
112,4,74,0,8,9
4559,4,93,0,6,5
4595,8,40,0,9,8
7997,5,86,1,8,8
3250,4,58,0,4,9
4690,4,60,1,8,4
8115,8,62,0,9,7
7767,4,65,0,6,5
4546,6,61,0,6,2
7084,4,50,0,4,6
3277,3,49,1,4,5
7542,6,96,1,8,1
6593,4,79,1,4,4
4068,9,93,1,8,2
4408,5,53,0,9,5
8644,3,67,1,8,9
8588,8,79,1,7,9
7384,3,66,0,5,8
3222,2,55,0,5,7
8210,1,95,1,8,5
451,6,92,0,7,3
3731,3,91,1,7,6
8953,6,53,1,5,3
4986,1,42,1,9,7
3663,1,84,1,8,5
2763,3,44,1,6,6
658,8,55,1,5,9
7678,2,69,0,8,8
7676,1,42,0,4,7
4620,4,41,1,9,7
999,3,89,1,9,2
389,8,94,1,8,6
3407,8,48,1,4,7
1476,4,57,1,4,8
2240,1,88,0,5,9
2386,8,47,0,4,9
9139,9,59,1,9,8
992,7,64,1,6,7
4997,3,67,1,6,0
3922,8,49,0,6,4
2972,9,79,0,6,8
3386,9,86,0,5,2
7885,7,57,1,5,3
8812,9,93,1,6,7
4769,6,71,0,8,6
1293,5,77,1,9,6
1824,6,97,0,9,3
2873,6,66,0,6,1
4173,6,97,0,5,3
2535,1,81,1,6,8
9132,2,60,0,4,5
1907,2,56,0,6,0
42,4,73,1,7,0
9491,1,70,1,4,7
368,3,49,0,7,5
1151,5,71,0,6,9
7752,9,83,0,6,4
6358,9,92,1,9,4
5912,1,72,1,8,9
6507,9,40,1,5,3
7525,4,67,0,9,3
4160,8,81,1,5,0
4287,8,67,0,6,1
7775,2,67,0,8,2
6714,6,44,0,9,3
174,1,43,0,6,4
1903,9,78,1,5,1
1099,5,87,1,5,9
8114,7,47,0,9,9
3408,1,55,0,7,3
1538,5,81,1,5,3
2292,6,68,0,5,1
9300,1,97,1,9,8
1363,6,87,0,7,1
7188,8,91,0,8,6
6627,1,75,0,7,8
5260,4,51,1,9,5
6815,7,80,0,5,0
9461,3,79,0,6,6
680,9,57,1,8,1
9315,4,93,0,6,7
9298,3,40,0,7,7
3664,1,71,1,8,1
1661,9,82,0,6,5
508,8,54,0,6,6
166,3,74,1,6,0
5497,2,59,0,7,9
8299,1,75,0,5,9
1006,3,43,1,6,4
9739,3,93,0,5,6
1914,9,52,1,9,9
3494,1,55,1,7,1
9633,1,60,0,8,3
9750,2,72,1,9,3
6444,9,41,1,4,4
4990,7,96,0,9,6
2536,9,58,0,7,8
1104,8,59,0,9,2
3875,3,75,1,9,8
7523,2,94,1,8,0
1752,8,47,1,6,8
5310,9,89,1,6,4
7296,5,89,0,9,0
2916,3,46,1,8,4
8974,9,79,1,7,8
5754,7,67,0,8,3
152,3,56,0,5,7
7690,2,76,1,6,1
5679,9,80,1,4,8
3907,5,54,1,8,9
9135,5,49,1,7,2
2552,8,87,1,8,2
2773,4,49,1,6,7
6098,7,91,0,8,2
3551,6,77,1,8,0
3722,2,46,0,4,7
9870,6,79,0,5,5
520,6,42,1,6,6
8033,5,52,0,6,3
4538,9,70,1,9,3
6778,2,84,0,7,4
1822,2,55,1,4,4
4086,3,42,1,8,9
6148,3,47,0,7,1
8742,6,73,0,9,3
9472,4,44,0,8,8
7741,6,85,1,7,0
309,9,64,1,7,9
7720,5,87,1,6,3
8222,4,68,0,7,4
8656,1,78,1,9,7
3599,9,92,0,8,5
3622,6,61,0,7,6
3811,4,50,1,6,6
3450,1,55,0,7,9
4591,6,77,0,7,1
205,3,40,1,9,5
9840,6,96,0,4,1
1135,3,68,0,4,5
9384,5,54,0,8,2
2749,2,61,1,8,2
3613,8,73,1,4,7
305,7,63,0,5,6
1849,7,71,0,9,4
7669,6,81,0,4,9
1988,7,67,1,8,4
3240,3,47,0,7,4
2798,3,82,1,4,3
4515,6,90,0,8,4
5630,5,87,1,4,7
9372,1,43,0,6,9
3109,4,73,1,8,7
4939,9,95,0,8,0
4059,6,83,1,6,6
1987,8,78,1,9,1
7157,4,63,0,5,5
8874,2,88,1,4,8
6613,8,94,0,6,9
383,5,49,0,4,7
5634,3,77,0,5,2
4307,8,59,1,6,6
3388,6,71,0,7,9
3156,1,67,1,8,5
9995,1,49,1,4,2
2727,4,67,0,5,6
6333,3,54,0,8,8
9899,1,75,0,9,4
8751,3,80,0,4,1
8302,3,69,0,9,5
6037,4,98,0,7,3
3832,3,44,1,4,0
8917,1,61,1,4,0
4776,7,62,1,4,9
4276,6,45,1,4,5
253,1,78,1,8,6
7895,9,41,0,9,8
9590,8,96,0,9,6
7288,1,77,0,6,9
278,5,96,1,4,4
3252,5,89,0,9,7
2480,7,83,1,9,5
289,2,84,0,5,9
6086,3,72,1,4,0
3075,6,75,1,7,0
8123,4,54,0,8,5
7598,4,61,1,5,3
6403,8,46,1,8,8
5089,9,57,1,5,7
7283,1,93,1,5,3
9717,8,43,0,5,9
8402,2,97,1,8,7
6121,2,61,0,8,7
7754,6,99,0,7,6
270,4,63,1,5,3
6009,5,93,1,4,6
4570,4,99,0,6,8
9116,9,77,1,8,7
9803,2,82,1,5,9
2971,2,61,1,5,6
6193,9,54,1,7,7
8768,1,45,1,8,2
4207,4,89,0,6,3
3218,5,85,0,4,8
1391,2,83,1,9,1
3975,9,61,0,8,3
4316,9,56,0,5,7
7959,7,67,0,6,5
7344,2,53,1,7,2
7448,1,94,1,6,4
83,5,72,1,9,2
873,4,66,0,4,0
9605,9,68,0,6,4
7635,1,49,0,9,4
4557,5,48,0,9,0
4500,4,91,1,6,8
4647,2,54,1,5,7
2038,1,43,0,8,6
9694,9,44,1,4,4
6909,1,59,1,6,7
2450,5,88,0,5,6
3954,5,99,0,4,8
2329,7,58,1,6,4
9124,4,78,0,7,9
7044,9,74,1,4,6
5042,5,75,1,6,6
9364,8,84,0,9,2
4746,1,68,0,4,1
9367,2,88,1,4,9
9402,1,78,1,4,8
6491,2,96,1,8,1
6637,2,98,0,8,3
7225,9,89,0,6,3
2401,3,82,0,6,4
5520,9,95,1,6,0
1216,1,81,1,8,8
8695,6,67,0,8,5
6020,4,82,0,6,6
6865,4,42,1,7,2
1064,4,67,0,4,8
3786,4,79,0,9,0
4410,8,93,0,8,5
6859,3,87,1,8,7
6760,2,86,0,5,2
5523,4,64,1,8,3
5996,3,61,0,6,3
8833,4,48,0,7,4
5888,7,72,1,5,1
2161,1,61,1,8,6
3008,7,67,1,8,6
1105,3,49,0,4,4
6654,9,64,0,5,3
692,8,51,1,6,8
9957,8,61,0,9,4
4956,8,86,0,9,3
6597,5,41,1,4,6
8480,2,71,0,7,7
4369,4,92,0,9,6
2765,6,48,1,5,6
3929,9,82,1,6,8
7134,9,49,0,6,2
8735,4,77,0,7,7
7530,6,95,0,6,7
7528,8,67,1,4,3
628,2,54,0,5,3
2451,8,98,0,4,9
6239,6,45,0,6,3
7012,1,78,0,7,5
3824,3,59,1,4,5
8977,3,62,0,4,4
2652,5,63,1,4,0
9107,3,56,1,7,9
3743,6,94,1,4,5
2176,8,99,0,5,5
9906,7,54,1,6,3
9263,8,79,1,6,4
3318,9,78,0,9,0
6343,4,66,0,8,7
2787,5,95,1,6,7
4105,7,74,1,8,2
6355,1,71,1,8,3
1676,6,42,0,8,6
3947,8,62,1,8,3
4444,9,59,0,8,6
2936,5,91,0,4,4
9005,4,92,0,6,2
7766,7,80,1,4,9
5722,1,63,1,4,4
7441,8,63,1,9,8
2503,6,99,1,5,3
8482,4,95,1,5,6
2369,9,79,0,4,7
4967,5,82,1,8,7
5883,6,85,0,5,1
2217,7,93,1,5,2
5847,3,66,0,8,6
2218,1,59,0,7,6
3326,7,47,0,7,6
6733,9,78,1,8,2
3583,1,65,0,4,0
9824,7,73,0,9,9
3619,6,90,0,4,0
7707,1,40,0,6,6
6432,9,89,0,4,7
3115,1,82,0,8,7
85,9,83,1,4,1
5973,7,57,0,8,9
2801,3,86,1,6,9
3671,6,55,0,7,7
3667,6,55,1,8,6
9794,8,45,1,7,5
5158,9,75,1,7,9
5725,9,49,1,9,2
4590,2,86,1,6,2
2019,9,79,1,6,5
7831,4,63,1,9,7
2525,9,74,0,4,7
8286,3,80,0,5,7
9206,1,85,1,6,9
3212,2,61,0,4,8
519,5,89,1,6,7
5366,6,44,0,8,4
6762,2,94,0,9,5
2895,5,68,0,5,6
244,1,74,1,7,5
5930,4,79,0,7,0
4714,9,62,1,8,9
9567,9,77,1,9,8
3425,3,52,1,8,6
6931,7,63,1,7,8
6720,6,86,0,4,2
7410,6,72,1,5,1
6177,2,97,0,7,0
7250,5,58,0,6,0
5509,6,97,0,8,7
2001,5,78,1,7,4
885,8,58,1,8,2
869,6,76,1,6,4
9688,3,68,0,9,6
5720,7,83,1,7,9
356,1,86,1,5,9
9907,5,70,0,5,3
5451,3,75,1,7,8
8193,5,42,1,5,1
6438,4,96,1,6,6
7704,2,97,1,4,4
1275,4,90,0,8,0
1890,6,72,0,5,4
8686,2,61,1,6,5
6568,3,77,1,6,9
9623,2,76,1,6,1
3563,3,61,0,9,9
5787,5,54,0,7,7
4958,1,96,0,9,6
1546,5,89,0,7,9
2380,9,57,0,7,9
3823,2,64,0,5,2
3232,8,80,1,8,4
8399,8,75,0,9,8
3306,3,67,0,9,4
492,6,75,0,9,4
3499,9,85,1,8,1
6664,3,40,1,7,9
1116,4,78,0,9,6
5637,5,64,1,4,0
8774,9,49,0,8,7
6146,5,51,0,7,7
9867,6,91,0,4,8
8775,3,90,1,5,8
6707,9,86,1,7,6
9948,1,98,1,9,3
7965,1,50,1,5,3
3645,3,71,1,8,4
2500,7,83,1,4,2
5677,3,59,1,6,3
5241,5,75,0,9,7
6518,3,86,0,7,8
2783,9,72,0,7,2
6158,5,84,0,9,2
3809,3,41,1,7,3
9428,3,52,1,4,9
9524,1,64,1,6,3
8599,9,93,1,4,4
1696,8,96,0,9,5
5685,4,79,0,8,5
8367,5,52,1,7,4
5939,2,41,0,6,5
2052,4,95,1,9,4
1776,7,97,1,5,2
6560,8,96,1,6,1
3313,4,45,1,7,0
4781,3,45,0,6,0
8538,5,63,1,7,4
6781,9,59,1,8,9
1592,2,58,1,5,9
1723,3,85,0,5,0
215,9,48,1,8,1
6326,8,92,1,9,2
8256,3,80,1,4,5
490,8,86,0,6,9
9133,7,98,1,7,9
3483,9,93,0,6,1
5102,9,84,1,9,2
5187,8,48,0,9,4
3431,2,47,1,7,3
9198,5,55,0,4,6
7710,2,92,0,8,5
5513,8,52,0,4,5
25,7,62,1,7,4
3512,3,48,1,9,3
2409,8,91,0,7,1
3270,4,81,1,6,3
5209,3,59,1,8,5
8711,8,57,1,5,1
1552,7,42,0,4,6
9197,3,68,1,7,6
8621,9,43,1,6,6
3871,6,75,0,8,4
3402,2,79,1,6,3
4529,9,72,1,5,2
979,2,91,1,7,7
2655,5,58,0,8,2
1847,4,55,0,5,5
7964,5,94,1,9,6
8240,7,57,0,7,7
7145,4,58,1,4,5
7299,8,75,0,8,0
5721,8,87,0,5,0
515,9,42,1,8,0
8745,9,53,1,6,9
8297,2,88,0,5,4
1102,1,56,1,8,3
3276,3,97,1,5,3
7217,1,98,0,8,2
7389,5,95,0,6,4
9077,1,62,0,7,1
8337,3,84,1,9,4
3996,4,76,1,8,5
194,9,59,1,8,2
4711,5,99,1,8,9
643,8,46,1,9,6
9089,9,79,0,6,5
3285,7,48,1,5,5
3116,7,95,1,5,6
6476,9,87,0,4,9
3575,4,43,0,6,7
9023,3,85,0,8,0
4320,8,79,1,8,4
9992,9,52,0,9,7
2207,3,75,0,4,8
4552,3,40,0,9,4
7316,7,87,0,5,4
3718,2,88,0,4,8
972,2,83,1,4,5
4579,8,97,1,9,5
719,3,81,0,4,2
9017,8,85,0,5,8
6155,3,47,1,6,7
9430,4,46,1,9,0
3896,9,47,1,8,2
2803,4,86,1,8,7
2566,9,45,0,5,8
4025,7,77,0,9,8
6198,8,95,0,9,2
32,5,70,1,6,9
8307,2,92,0,6,4
8831,2,47,0,9,1
9818,3,43,1,9,0
4063,3,85,1,9,8
8948,3,40,1,8,9
5540,9,59,1,4,5
1697,2,55,0,6,8
2792,3,50,0,4,1
2222,9,62,1,7,5
5818,9,77,0,7,1
9662,9,60,0,7,4
3764,2,69,1,6,7
3866,6,95,1,7,7
6421,9,98,1,7,4
9399,7,62,0,4,3
8938,9,97,1,7,8
6671,7,54,1,5,6
7978,9,44,0,7,8
3758,2,89,0,9,0
9774,8,53,1,8,3
3227,9,96,0,9,3
7802,8,67,1,9,5
3923,7,82,1,6,9
3904,8,47,0,7,9
2277,8,63,1,6,3
6810,9,65,0,7,8
1401,8,58,0,6,7
739,5,66,1,6,1
4266,5,48,0,5,7
9861,2,69,1,8,6
7352,2,58,1,4,4
7518,1,91,0,9,9
3851,5,77,0,7,9
8631,3,78,0,7,8
2661,4,53,1,6,2
6504,4,59,0,4,6
9799,8,50,0,7,9
674,6,81,1,7,5
